,date,type,Is International,Unnamed: 0,callsign,typecode,origin,destination,firstseen,latitude_1,longitude_1,latitude_2,longitude_2,Departure Country,Arrival Country
358,2019-04-06,cargo,0,16,16,13,16,16,16,16,16,16,16,16,16
359,2019-04-06,passenger,0,640,640,560,640,640,640,640,640,640,640,636,636
360,2019-04-06,passenger,1,225,225,214,225,225,225,225,225,225,225,225,225
361,2019-04-07,cargo,0,21,21,20,21,21,21,21,21,21,21,21,21
362,2019-04-07,cargo,1,2,2,2,2,2,2,2,2,2,2,2,2
363,2019-04-07,passenger,0,649,649,582,649,649,649,649,649,649,649,649,649
364,2019-04-07,passenger,1,250,250,226,250,250,250,250,250,250,250,250,250
365,2019-04-08,cargo,0,10,10,10,10,10,10,10,10,10,10,10,10
366,2019-04-08,passenger,0,678,678,604,678,678,678,678,678,678,678,677,677
367,2019-04-08,passenger,1,343,343,316,343,343,343,343,343,343,343,343,343
368,2019-04-09,cargo,0,10,10,10,10,10,10,10,10,10,10,10,10
369,2019-04-09,passenger,0,660,660,582,660,660,660,660,660,660,660,659,658
370,2019-04-09,passenger,1,317,317,302,317,317,317,317,317,317,317,317,317
371,2019-04-10,cargo,0,21,21,20,21,21,21,21,21,21,21,21,21
372,2019-04-10,passenger,0,668,668,586,668,668,668,668,668,668,668,667,667
373,2019-04-10,passenger,1,335,335,316,335,335,335,335,335,335,335,335,335
374,2019-04-11,cargo,0,19,19,19,19,19,19,19,19,19,19,19,19
375,2019-04-11,cargo,1,1,1,1,1,1,1,1,1,1,1,1,1
376,2019-04-11,passenger,0,674,674,601,674,674,674,674,674,674,674,672,673
377,2019-04-11,passenger,1,355,355,328,355,355,355,355,355,355,355,355,355
378,2019-04-12,cargo,0,16,16,14,16,16,16,16,16,16,16,16,16
379,2019-04-12,cargo,1,2,2,2,2,2,2,2,2,2,2,2,2
380,2019-04-12,passenger,0,654,654,585,654,654,654,654,654,654,654,654,653
381,2019-04-12,passenger,1,340,340,310,340,340,340,340,340,340,340,340,340
382,2019-04-13,cargo,0,17,17,14,17,17,17,17,17,17,17,17,17
383,2019-04-13,passenger,0,650,650,588,650,650,650,650,650,650,650,648,646
384,2019-04-13,passenger,1,220,220,193,220,220,220,220,220,220,220,220,220
385,2019-04-14,cargo,0,17,17,16,17,17,17,17,17,17,17,17,17
386,2019-04-14,cargo,1,1,1,1,1,1,1,1,1,1,1,1,1
387,2019-04-14,passenger,0,637,637,567,637,637,637,637,637,637,637,635,637
388,2019-04-14,passenger,1,237,237,218,237,237,237,237,237,237,237,237,237
389,2019-04-15,cargo,0,8,8,8,8,8,8,8,8,8,8,8,8
390,2019-04-15,cargo,1,1,1,1,1,1,1,1,1,1,1,1,1
391,2019-04-15,passenger,0,658,658,583,658,658,658,658,658,658,658,657,658
392,2019-04-15,passenger,1,285,285,268,285,285,285,285,285,285,285,285,285
393,2019-04-16,cargo,0,8,8,7,8,8,8,8,8,8,8,8,8
394,2019-04-16,cargo,1,3,3,3,3,3,3,3,3,3,3,3,3
395,2019-04-16,passenger,0,672,672,597,672,672,672,672,672,672,672,670,669
396,2019-04-16,passenger,1,287,287,268,287,287,287,287,287,287,287,287,287
397,2019-04-17,cargo,0,15,15,15,15,15,15,15,15,15,15,15,15
398,2019-04-17,passenger,0,688,688,610,688,688,688,688,688,688,688,686,686
399,2019-04-17,passenger,1,267,267,250,267,267,267,267,267,267,267,267,267
400,2019-04-18,cargo,0,15,15,15,15,15,15,15,15,15,15,15,15
401,2019-04-18,cargo,1,1,1,0,1,1,1,1,1,1,1,1,1
402,2019-04-18,passenger,0,667,667,605,667,667,667,667,667,667,667,666,665
403,2019-04-18,passenger,1,264,264,242,264,264,264,264,264,264,264,264,264
404,2019-04-19,cargo,0,15,15,15,15,15,15,15,15,15,15,15,15
405,2019-04-19,cargo,1,3,3,2,3,3,3,3,3,3,3,3,3
406,2019-04-19,passenger,0,653,653,579,653,653,653,653,653,653,653,653,653
407,2019-04-19,passenger,1,234,234,218,234,234,234,234,234,234,234,234,234
408,2019-04-20,cargo,0,18,18,18,18,18,18,18,18,18,18,18,18
409,2019-04-20,passenger,0,573,573,507,573,573,573,573,573,573,573,573,573
410,2019-04-20,passenger,1,186,186,176,186,186,186,186,186,186,186,186,186
411,2019-04-21,cargo,0,12,12,11,12,12,12,12,12,12,12,12,12
412,2019-04-21,cargo,1,1,1,1,1,1,1,1,1,1,1,1,1
413,2019-04-21,passenger,0,515,515,461,515,515,515,515,515,515,515,514,514
414,2019-04-21,passenger,1,160,160,153,160,160,160,160,160,160,160,160,160
415,2019-04-22,cargo,0,12,12,12,12,12,12,12,12,12,12,12,12
416,2019-04-22,cargo,1,1,1,0,1,1,1,1,1,1,1,1,1
417,2019-04-22,passenger,0,609,609,534,609,609,609,609,609,609,609,607,607
418,2019-04-22,passenger,1,225,225,218,225,225,225,225,225,225,225,225,225
419,2019-04-23,cargo,0,7,7,6,7,7,7,7,7,7,7,7,7
420,2019-04-23,passenger,0,649,649,578,649,649,649,649,649,649,649,647,647
421,2019-04-23,passenger,1,279,279,255,279,279,279,279,279,279,279,279,279
422,2019-04-24,cargo,0,12,12,11,12,12,12,12,12,12,12,12,12
423,2019-04-24,cargo,1,1,1,0,1,1,1,1,1,1,1,1,1
424,2019-04-24,passenger,0,659,659,590,659,659,659,659,659,659,659,657,658
425,2019-04-24,passenger,1,265,265,244,265,265,265,265,265,265,265,265,265
426,2019-04-25,cargo,0,11,11,11,11,11,11,11,11,11,11,11,11
427,2019-04-25,cargo,1,1,1,1,1,1,1,1,1,1,1,1,1
428,2019-04-25,passenger,0,697,697,628,697,697,697,697,697,697,697,693,692
429,2019-04-25,passenger,1,270,270,252,270,270,270,270,270,270,270,270,270
430,2019-04-26,cargo,0,17,17,16,17,17,17,17,17,17,17,17,17
431,2019-04-26,cargo,1,2,2,2,2,2,2,2,2,2,2,2,2
432,2019-04-26,passenger,0,679,679,597,679,679,679,679,679,679,679,678,677
433,2019-04-26,passenger,1,270,270,258,270,270,270,270,270,270,270,270,270
434,2019-04-27,cargo,0,21,21,18,21,21,21,21,21,21,21,21,21
435,2019-04-27,cargo,1,1,1,1,1,1,1,1,1,1,1,1,1
436,2019-04-27,passenger,0,670,670,584,670,670,670,670,670,670,670,668,668
437,2019-04-27,passenger,1,223,223,202,223,223,223,223,223,223,223,223,223
438,2019-04-28,cargo,0,16,16,15,16,16,16,16,16,16,16,16,16
439,2019-04-28,passenger,0,666,666,595,666,666,666,666,666,666,666,664,665
440,2019-04-28,passenger,1,237,237,221,237,237,237,237,237,237,237,237,237
441,2019-04-29,cargo,0,11,11,10,11,11,11,11,11,11,11,11,11
442,2019-04-29,cargo,1,1,1,1,1,1,1,1,1,1,1,1,1
443,2019-04-29,passenger,0,693,693,632,693,693,693,693,693,693,693,690,690
444,2019-04-29,passenger,1,311,311,276,311,311,311,311,311,311,311,311,311
445,2019-04-30,cargo,0,10,10,10,10,10,10,10,10,10,10,10,10
446,2019-04-30,cargo,1,2,2,2,2,2,2,2,2,2,2,2,2
447,2019-04-30,passenger,0,605,605,538,605,605,605,605,605,605,605,605,605
448,2019-04-30,passenger,1,301,301,277,301,301,301,301,301,301,301,301,301
449,2019-05-01,cargo,0,16,16,15,16,16,16,16,16,16,16,16,16
450,2019-05-01,cargo,1,2,2,2,2,2,2,2,2,2,2,2,2
451,2019-05-01,passenger,0,659,659,594,659,659,659,659,659,659,659,658,658
452,2019-05-01,passenger,1,263,263,248,263,263,263,263,263,263,263,263,263
453,2019-05-02,cargo,0,14,14,12,14,14,14,14,14,14,14,14,14
454,2019-05-02,passenger,0,717,717,646,717,717,717,717,717,717,717,716,715
455,2019-05-02,passenger,1,345,345,321,345,345,345,345,345,345,345,345,345
456,2019-05-03,cargo,0,8,8,8,8,8,8,8,8,8,8,8,8
457,2019-05-03,cargo,1,2,2,2,2,2,2,2,2,2,2,2,2
458,2019-05-03,passenger,0,716,716,634,716,716,716,716,716,716,716,715,714
459,2019-05-03,passenger,1,326,326,311,326,326,326,326,326,326,326,326,326
460,2019-05-04,cargo,0,9,9,8,9,9,9,9,9,9,9,9,9
461,2019-05-04,cargo,1,1,1,1,1,1,1,1,1,1,1,1,1
462,2019-05-04,passenger,0,653,653,579,653,653,653,653,653,653,653,650,651
463,2019-05-04,passenger,1,231,231,208,231,231,231,231,231,231,231,231,231
464,2019-05-05,cargo,0,9,9,8,9,9,9,9,9,9,9,9,9
465,2019-05-05,passenger,0,688,688,627,688,688,688,688,688,688,688,685,686
466,2019-05-05,passenger,1,249,249,223,249,249,249,249,249,249,249,249,249
467,2019-05-06,cargo,0,7,7,7,7,7,7,7,7,7,7,7,7
468,2019-05-06,cargo,1,1,1,1,1,1,1,1,1,1,1,1,1
469,2019-05-06,passenger,0,702,702,624,702,702,702,702,702,702,702,699,699
470,2019-05-06,passenger,1,330,330,312,330,330,330,330,330,330,330,330,330
471,2019-05-07,cargo,0,5,5,5,5,5,5,5,5,5,5,5,5
472,2019-05-07,cargo,1,1,1,1,1,1,1,1,1,1,1,1,1
473,2019-05-07,passenger,0,709,709,626,709,709,709,709,709,709,709,709,708
474,2019-05-07,passenger,1,326,326,315,326,326,326,326,326,326,326,326,326
475,2019-05-08,cargo,0,16,16,14,16,16,16,16,16,16,16,16,16
476,2019-05-08,cargo,1,1,1,1,1,1,1,1,1,1,1,1,1
477,2019-05-08,passenger,0,724,724,644,724,724,724,724,724,724,724,723,723
478,2019-05-08,passenger,1,328,328,304,328,328,328,328,328,328,328,328,328
479,2019-05-09,cargo,0,17,17,14,17,17,17,17,17,17,17,17,17
480,2019-05-09,cargo,1,1,1,1,1,1,1,1,1,1,1,1,1
481,2019-05-09,passenger,0,645,645,574,645,645,645,645,645,645,645,643,644
482,2019-05-09,passenger,1,351,351,332,351,351,351,351,351,351,351,351,351
483,2019-05-10,cargo,0,14,14,12,14,14,14,14,14,14,14,14,14
484,2019-05-10,cargo,1,2,2,2,2,2,2,2,2,2,2,2,2
485,2019-05-10,passenger,0,737,737,666,737,737,737,737,737,737,737,732,732
486,2019-05-10,passenger,1,349,349,334,349,349,349,349,349,349,349,349,349
487,2019-05-11,cargo,0,18,18,14,18,18,18,18,18,18,18,18,18
488,2019-05-11,passenger,0,699,699,639,699,699,699,699,699,699,699,697,697
489,2019-05-11,passenger,1,258,258,238,258,258,258,258,258,258,258,258,258
490,2019-05-12,cargo,0,17,17,15,17,17,17,17,17,17,17,17,17
491,2019-05-12,cargo,1,1,1,1,1,1,1,1,1,1,1,1,1
492,2019-05-12,passenger,0,715,715,632,715,715,715,715,715,715,715,712,712
493,2019-05-12,passenger,1,255,255,237,255,255,255,255,255,255,255,255,255
494,2019-05-13,cargo,0,12,12,11,12,12,12,12,12,12,12,12,12
495,2019-05-13,passenger,0,713,713,641,713,713,713,713,713,713,713,711,711
496,2019-05-13,passenger,1,330,330,304,330,330,330,330,330,330,330,330,330
497,2019-05-14,cargo,0,9,9,9,9,9,9,9,9,9,9,9,9
498,2019-05-14,passenger,0,691,691,597,691,691,691,691,691,691,691,690,689
499,2019-05-14,passenger,1,348,348,339,348,348,348,348,348,348,348,348,348
500,2019-05-15,cargo,0,20,20,20,20,20,20,20,20,20,20,20,20
501,2019-05-15,cargo,1,1,1,1,1,1,1,1,1,1,1,1,1
502,2019-05-15,passenger,0,715,715,638,715,715,715,715,715,715,715,712,713
503,2019-05-15,passenger,1,349,349,326,349,349,349,349,349,349,349,349,349
504,2019-05-16,cargo,0,15,15,13,15,15,15,15,15,15,15,15,15
505,2019-05-16,cargo,1,1,1,1,1,1,1,1,1,1,1,1,1
506,2019-05-16,passenger,0,698,698,617,698,698,698,698,698,698,698,698,698
507,2019-05-16,passenger,1,350,350,337,350,350,350,350,350,350,350,350,350
508,2019-05-17,cargo,0,15,15,15,15,15,15,15,15,15,15,15,15
509,2019-05-17,cargo,1,1,1,1,1,1,1,1,1,1,1,1,1
510,2019-05-17,passenger,0,716,716,637,716,716,716,716,716,716,716,714,716
511,2019-05-17,passenger,1,337,337,324,337,337,337,337,337,337,337,337,337
512,2019-05-18,cargo,0,15,15,14,15,15,15,15,15,15,15,15,15
513,2019-05-18,passenger,0,701,701,632,701,701,701,701,701,701,701,700,700
514,2019-05-18,passenger,1,239,239,220,239,239,239,239,239,239,239,239,239
515,2019-05-19,cargo,0,19,19,18,19,19,19,19,19,19,19,19,19
516,2019-05-19,cargo,1,2,2,2,2,2,2,2,2,2,2,2,2
517,2019-05-19,passenger,0,683,683,605,683,683,683,683,683,683,683,681,681
518,2019-05-19,passenger,1,232,232,219,232,232,232,232,232,232,232,232,232
519,2019-05-20,cargo,0,10,10,8,10,10,10,10,10,10,10,10,10
520,2019-05-20,passenger,0,663,663,598,663,663,663,663,663,663,663,663,663
521,2019-05-20,passenger,1,289,289,278,289,289,289,289,289,289,289,289,289
522,2019-05-21,cargo,0,8,8,8,8,8,8,8,8,8,8,8,8
523,2019-05-21,passenger,0,720,720,652,720,720,720,720,720,720,720,718,718
524,2019-05-21,passenger,1,332,332,300,332,332,332,332,332,332,332,332,332
525,2019-05-22,cargo,0,16,16,16,16,16,16,16,16,16,16,16,16
526,2019-05-22,cargo,1,1,1,1,1,1,1,1,1,1,1,1,1
527,2019-05-22,passenger,0,724,724,651,724,724,724,724,724,724,724,723,722
528,2019-05-22,passenger,1,352,352,336,352,352,352,352,352,352,352,352,352
529,2019-05-23,cargo,0,16,16,15,16,16,16,16,16,16,16,16,16
530,2019-05-23,cargo,1,1,1,1,1,1,1,1,1,1,1,1,1
531,2019-05-23,passenger,0,735,735,655,735,735,735,735,735,735,735,733,732
532,2019-05-23,passenger,1,328,328,317,328,328,328,328,328,328,328,328,328
533,2019-05-24,cargo,0,16,16,16,16,16,16,16,16,16,16,16,16
534,2019-05-24,cargo,1,3,3,3,3,3,3,3,3,3,3,3,3
535,2019-05-24,passenger,0,744,744,659,744,744,744,744,744,744,744,741,741
536,2019-05-24,passenger,1,339,339,311,339,339,339,339,339,339,339,339,339
537,2019-05-25,cargo,0,17,17,17,17,17,17,17,17,17,17,17,17
538,2019-05-25,passenger,0,702,702,627,702,702,702,702,702,702,702,700,701
539,2019-05-25,passenger,1,230,230,210,230,230,230,230,230,230,230,230,230
540,2019-05-26,cargo,0,18,18,17,18,18,18,18,18,18,18,18,18
541,2019-05-26,cargo,1,1,1,1,1,1,1,1,1,1,1,1,1
542,2019-05-26,passenger,0,761,761,703,761,761,761,761,761,761,761,759,758
543,2019-05-26,passenger,1,266,266,234,266,266,266,266,266,266,266,266,266
544,2019-05-27,cargo,0,7,7,7,7,7,7,7,7,7,7,7,7
545,2019-05-27,passenger,0,738,738,682,738,738,738,738,738,738,738,737,738
546,2019-05-27,passenger,1,364,364,319,364,364,364,364,364,364,364,364,364
547,2019-05-28,cargo,0,13,13,13,13,13,13,13,13,13,13,13,13
548,2019-05-28,passenger,0,719,719,643,719,719,719,719,719,719,719,718,718
549,2019-05-28,passenger,1,358,358,326,358,358,358,358,358,358,358,358,358
550,2019-05-29,cargo,0,20,20,19,20,20,20,20,20,20,20,20,20
551,2019-05-29,cargo,1,1,1,1,1,1,1,1,1,1,1,1,1
552,2019-05-29,passenger,0,714,714,638,714,714,714,714,714,714,714,712,711
553,2019-05-29,passenger,1,350,350,324,350,350,350,350,350,350,350,350,350
554,2019-05-30,cargo,0,15,15,14,15,15,15,15,15,15,15,15,15
555,2019-05-30,passenger,0,709,709,639,709,709,709,709,709,709,709,707,708
556,2019-05-30,passenger,1,248,248,224,248,248,248,248,248,248,248,248,248
557,2019-05-31,cargo,0,17,17,17,17,17,17,17,17,17,17,17,17
558,2019-05-31,cargo,1,1,1,1,1,1,1,1,1,1,1,1,1
559,2019-05-31,passenger,0,581,581,514,581,581,581,581,581,581,581,581,581
560,2019-05-31,passenger,1,205,205,188,205,205,205,205,205,205,205,205,205
561,2019-06-01,cargo,0,17,17,16,17,17,17,17,17,17,17,17,17
562,2019-06-01,cargo,1,2,2,2,2,2,2,2,2,2,2,2,2
563,2019-06-01,passenger,0,619,619,557,619,619,619,619,619,619,619,616,618
564,2019-06-01,passenger,1,201,201,180,201,201,201,201,201,201,201,201,201
565,2019-06-02,cargo,0,12,12,11,12,12,12,12,12,12,12,12,12
566,2019-06-02,passenger,0,700,700,625,700,700,700,700,700,700,700,698,699
567,2019-06-02,passenger,1,244,244,227,244,244,244,244,244,244,244,244,244
568,2019-06-03,cargo,0,10,10,8,10,10,10,10,10,10,10,10,10
569,2019-06-03,passenger,0,679,679,601,679,679,679,679,679,679,679,678,678
570,2019-06-03,passenger,1,327,327,312,327,327,327,327,327,327,327,327,327
571,2019-06-04,cargo,0,11,11,10,11,11,11,11,11,11,11,11,11
572,2019-06-04,cargo,1,2,2,2,2,2,2,2,2,2,2,2,2
573,2019-06-04,passenger,0,721,721,647,721,721,721,721,721,721,721,717,717
574,2019-06-04,passenger,1,321,321,298,321,321,321,321,321,321,321,321,321
575,2019-06-05,cargo,0,15,15,14,15,15,15,15,15,15,15,15,15
576,2019-06-05,cargo,1,3,3,3,3,3,3,3,3,3,3,3,3
577,2019-06-05,passenger,0,723,723,646,723,723,723,723,723,723,723,721,721
578,2019-06-05,passenger,1,347,347,318,347,347,347,347,347,347,347,347,347
579,2019-06-06,cargo,0,16,16,15,16,16,16,16,16,16,16,16,16
580,2019-06-06,passenger,0,752,752,666,752,752,752,752,752,752,752,749,749
581,2019-06-06,passenger,1,325,325,307,325,325,325,325,325,325,325,325,325
582,2019-06-07,cargo,0,12,12,11,12,12,12,12,12,12,12,12,12
583,2019-06-07,cargo,1,2,2,2,2,2,2,2,2,2,2,2,2
584,2019-06-07,passenger,0,670,670,590,670,670,670,670,670,670,670,669,669
585,2019-06-07,passenger,1,332,332,313,332,332,332,332,332,332,332,332,332
586,2019-06-08,cargo,0,15,15,14,15,15,15,15,15,15,15,15,15
587,2019-06-08,cargo,1,3,3,2,3,3,3,3,3,3,3,3,3
588,2019-06-08,passenger,0,675,675,596,675,675,675,675,675,675,675,674,674
589,2019-06-08,passenger,1,215,215,198,215,215,215,215,215,215,215,215,215
590,2019-06-09,cargo,0,11,11,11,11,11,11,11,11,11,11,11,11
591,2019-06-09,passenger,0,641,641,567,641,641,641,641,641,641,641,641,641
592,2019-06-09,passenger,1,191,191,180,191,191,191,191,191,191,191,191,191
593,2019-06-10,cargo,0,6,6,6,6,6,6,6,6,6,6,6,6
594,2019-06-10,passenger,0,709,709,632,709,709,709,709,709,709,709,709,709
595,2019-06-10,passenger,1,221,221,205,221,221,221,221,221,221,221,221,221
596,2019-06-11,cargo,0,8,8,8,8,8,8,8,8,8,8,8,8
597,2019-06-11,cargo,1,2,2,2,2,2,2,2,2,2,2,2,2
598,2019-06-11,passenger,0,710,710,634,710,710,710,710,710,710,710,710,710
599,2019-06-11,passenger,1,281,281,262,281,281,281,281,281,281,281,281,281
600,2019-06-12,cargo,0,18,18,18,18,18,18,18,18,18,18,18,18
601,2019-06-12,cargo,1,2,2,2,2,2,2,2,2,2,2,2,2
602,2019-06-12,passenger,0,729,729,647,729,729,729,729,729,729,729,725,724
603,2019-06-12,passenger,1,298,298,279,298,298,298,298,298,298,298,298,298
604,2019-06-13,cargo,0,16,16,14,16,16,16,16,16,16,16,16,16
605,2019-06-13,cargo,1,2,2,2,2,2,2,2,2,2,2,2,2
606,2019-06-13,passenger,0,692,692,620,692,692,692,692,692,692,692,689,689
607,2019-06-13,passenger,1,307,307,271,307,307,307,307,307,307,307,307,307
608,2019-06-14,cargo,0,16,16,16,16,16,16,16,16,16,16,16,16
609,2019-06-14,cargo,1,1,1,1,1,1,1,1,1,1,1,1,1
610,2019-06-14,passenger,0,688,688,615,688,688,688,688,688,688,688,686,688
611,2019-06-14,passenger,1,307,307,290,307,307,307,307,307,307,307,307,307
612,2019-06-15,cargo,0,16,16,15,16,16,16,16,16,16,16,16,16
613,2019-06-15,cargo,1,2,2,1,2,2,2,2,2,2,2,2,2
614,2019-06-15,passenger,0,669,669,620,669,669,669,669,669,669,669,667,666
615,2019-06-15,passenger,1,223,223,215,223,223,223,223,223,223,223,223,223
616,2019-06-16,cargo,0,15,15,14,15,15,15,15,15,15,15,15,15
617,2019-06-16,passenger,0,710,710,643,710,710,710,710,710,710,710,708,708
618,2019-06-16,passenger,1,220,220,201,220,220,220,220,220,220,220,220,220
619,2019-06-17,cargo,0,15,15,14,15,15,15,15,15,15,15,15,15
620,2019-06-17,cargo,1,1,1,1,1,1,1,1,1,1,1,1,1
621,2019-06-17,passenger,0,703,703,633,703,703,703,703,703,703,703,701,701
622,2019-06-17,passenger,1,294,294,281,294,294,294,294,294,294,294,294,294
623,2019-06-18,cargo,0,12,12,12,12,12,12,12,12,12,12,12,12
624,2019-06-18,cargo,1,2,2,1,2,2,2,2,2,2,2,2,2
625,2019-06-18,passenger,0,732,732,647,732,732,732,732,732,732,732,727,726
626,2019-06-18,passenger,1,322,322,300,322,322,322,322,322,322,322,322,322
627,2019-06-19,cargo,0,20,20,19,20,20,20,20,20,20,20,20,20
628,2019-06-19,cargo,1,3,3,3,3,3,3,3,3,3,3,3,3
629,2019-06-19,passenger,0,727,727,653,727,727,727,727,727,727,727,722,723
630,2019-06-19,passenger,1,301,301,268,301,301,301,301,301,301,301,301,301
631,2019-06-20,cargo,0,19,19,17,19,19,19,19,19,19,19,19,19
632,2019-06-20,cargo,1,2,2,2,2,2,2,2,2,2,2,2,2
633,2019-06-20,passenger,0,710,710,639,710,710,710,710,710,710,710,709,710
634,2019-06-20,passenger,1,249,249,221,249,249,249,249,249,249,249,249,249
635,2019-06-21,cargo,0,17,17,17,17,17,17,17,17,17,17,17,17
636,2019-06-21,cargo,1,2,2,2,2,2,2,2,2,2,2,2,2
637,2019-06-21,passenger,0,703,703,618,703,703,703,703,703,703,703,700,701
638,2019-06-21,passenger,1,267,267,241,267,267,267,267,267,267,267,267,267
639,2019-06-22,cargo,0,18,18,17,18,18,18,18,18,18,18,18,18
640,2019-06-22,cargo,1,2,2,2,2,2,2,2,2,2,2,2,2
641,2019-06-22,passenger,0,669,669,590,669,669,669,669,669,669,669,668,668
642,2019-06-22,passenger,1,205,205,172,205,205,205,205,205,205,205,205,205
643,2019-06-23,cargo,0,12,12,12,12,12,12,12,12,12,12,12,12
644,2019-06-23,cargo,1,1,1,1,1,1,1,1,1,1,1,1,1
645,2019-06-23,passenger,0,718,718,626,718,718,718,718,718,718,718,715,716
646,2019-06-23,passenger,1,251,251,224,251,251,251,251,251,251,251,251,251
647,2019-06-24,cargo,0,14,14,11,14,14,14,14,14,14,14,14,14
648,2019-06-24,cargo,1,1,1,1,1,1,1,1,1,1,1,1,1
649,2019-06-24,passenger,0,720,720,638,720,720,720,720,720,720,720,720,720
650,2019-06-24,passenger,1,347,347,315,347,347,347,347,347,347,347,347,347
651,2019-06-25,cargo,0,13,13,9,13,13,13,13,13,13,13,13,13
652,2019-06-25,cargo,1,1,1,1,1,1,1,1,1,1,1,1,1
653,2019-06-25,passenger,0,750,750,642,750,750,750,750,750,750,750,747,747
654,2019-06-25,passenger,1,341,341,323,341,341,341,341,341,341,341,341,341
655,2019-06-26,cargo,0,9,9,8,9,9,9,9,9,9,9,9,9
656,2019-06-26,cargo,1,3,3,2,3,3,3,3,3,3,3,3,3
657,2019-06-26,passenger,0,684,684,590,684,684,684,684,684,684,684,681,679
658,2019-06-26,passenger,1,338,338,315,338,338,338,338,338,338,338,338,338
659,2019-06-27,cargo,0,18,18,16,18,18,18,18,18,18,18,18,18
660,2019-06-27,cargo,1,2,2,2,2,2,2,2,2,2,2,2,2
661,2019-06-27,passenger,0,731,731,635,731,731,731,731,731,731,731,728,730
662,2019-06-27,passenger,1,350,350,329,350,350,350,350,350,350,350,350,350
663,2019-06-28,cargo,0,14,14,12,14,14,14,14,14,14,14,14,14
664,2019-06-28,cargo,1,5,5,5,5,5,5,5,5,5,5,5,5
665,2019-06-28,passenger,0,721,721,643,721,721,721,721,721,721,721,717,716
666,2019-06-28,passenger,1,347,347,308,347,347,347,347,347,347,347,347,347
667,2019-06-29,cargo,0,19,19,16,19,19,19,19,19,19,19,19,19
668,2019-06-29,passenger,0,693,693,603,693,693,693,693,693,693,693,689,691
669,2019-06-29,passenger,1,241,241,220,241,241,241,241,241,241,241,241,241
670,2019-06-30,cargo,0,13,13,12,13,13,13,13,13,13,13,13,13
671,2019-06-30,passenger,0,733,733,653,733,733,733,733,733,733,733,731,731
672,2019-06-30,passenger,1,254,254,226,254,254,254,254,254,254,254,254,254
673,2019-07-01,cargo,0,11,11,10,11,11,11,11,11,11,11,11,11
674,2019-07-01,cargo,1,2,2,2,2,2,2,2,2,2,2,2,2
675,2019-07-01,passenger,0,712,712,633,712,712,712,712,712,712,712,711,711
676,2019-07-01,passenger,1,285,285,267,285,285,285,285,285,285,285,285,285
677,2019-07-02,cargo,0,14,14,13,14,14,14,14,14,14,14,14,14
678,2019-07-02,cargo,1,4,4,4,4,4,4,4,4,4,4,4,4
679,2019-07-02,passenger,0,707,707,607,707,707,707,707,707,707,707,705,706
680,2019-07-02,passenger,1,324,324,303,324,324,324,324,324,324,324,324,324
681,2019-07-03,cargo,0,19,19,17,19,19,19,19,19,19,19,19,19
682,2019-07-03,cargo,1,3,3,3,3,3,3,3,3,3,3,3,3
683,2019-07-03,passenger,0,709,709,613,709,709,709,709,709,709,709,709,709
684,2019-07-03,passenger,1,343,343,335,343,343,343,343,343,343,343,343,343
685,2019-07-04,cargo,0,14,14,14,14,14,14,14,14,14,14,14,14
686,2019-07-04,cargo,1,3,3,2,3,3,3,3,3,3,3,3,3
687,2019-07-04,passenger,0,743,743,638,743,743,743,743,743,743,743,742,742
688,2019-07-04,passenger,1,340,340,323,340,340,340,340,340,340,340,340,340
689,2019-07-05,cargo,0,19,19,19,19,19,19,19,19,19,19,19,19
690,2019-07-05,cargo,1,1,1,1,1,1,1,1,1,1,1,1,1
691,2019-07-05,passenger,0,752,752,656,752,752,752,752,752,752,752,750,749
692,2019-07-05,passenger,1,340,340,317,340,340,340,340,340,340,340,340,340
693,2019-07-06,cargo,0,17,17,16,17,17,17,17,17,17,17,17,17
694,2019-07-06,cargo,1,2,2,1,2,2,2,2,2,2,2,2,2
695,2019-07-06,passenger,0,705,705,616,705,705,705,705,705,705,705,703,704
696,2019-07-06,passenger,1,248,248,235,248,248,248,248,248,248,248,248,248
697,2019-07-07,cargo,0,13,13,12,13,13,13,13,13,13,13,13,13
698,2019-07-07,passenger,0,712,712,615,712,712,712,712,712,712,712,712,712
699,2019-07-07,passenger,1,260,260,247,260,260,260,260,260,260,260,260,260
700,2019-07-08,cargo,0,11,11,10,11,11,11,11,11,11,11,11,11
701,2019-07-08,cargo,1,2,2,2,2,2,2,2,2,2,2,2,2
702,2019-07-08,passenger,0,726,726,626,726,726,726,726,726,726,726,724,723
703,2019-07-08,passenger,1,333,333,314,333,333,333,333,333,333,333,333,333
704,2019-07-09,cargo,0,9,9,9,9,9,9,9,9,9,9,9,9
705,2019-07-09,cargo,1,1,1,1,1,1,1,1,1,1,1,1,1
706,2019-07-09,passenger,0,715,715,616,715,715,715,715,715,715,715,711,713
707,2019-07-09,passenger,1,324,324,308,324,324,324,324,324,324,324,324,324
708,2019-07-10,cargo,0,19,19,17,19,19,19,19,19,19,19,19,19
709,2019-07-10,cargo,1,3,3,2,3,3,3,3,3,3,3,3,3
710,2019-07-10,passenger,0,749,749,660,749,749,749,749,749,749,749,746,745
711,2019-07-10,passenger,1,336,336,323,336,336,336,336,336,336,336,336,336
712,2019-07-11,cargo,0,16,16,16,16,16,16,16,16,16,16,16,16
713,2019-07-11,passenger,0,751,751,659,751,751,751,751,751,751,751,747,748
714,2019-07-11,passenger,1,340,340,319,340,340,340,340,340,340,340,340,340
