,date,type,Is International,Unnamed: 0,callsign,typecode,origin,destination,firstseen,latitude_1,longitude_1,latitude_2,longitude_2,Departure Country,Arrival Country
358,2019-06-28,passenger,1,347,347,308,347,347,347,347,347,347,347,347,347
359,2019-06-29,passenger,0,693,693,603,693,693,693,693,693,693,693,689,691
360,2019-06-29,passenger,1,241,241,220,241,241,241,241,241,241,241,241,241
361,2019-06-30,passenger,0,733,733,653,733,733,733,733,733,733,733,731,731
362,2019-06-30,passenger,1,254,254,226,254,254,254,254,254,254,254,254,254
363,2019-07-01,passenger,0,712,712,633,712,712,712,712,712,712,712,711,711
364,2019-07-01,passenger,1,285,285,267,285,285,285,285,285,285,285,285,285
365,2019-07-02,passenger,0,707,707,607,707,707,707,707,707,707,707,705,706
366,2019-07-02,passenger,1,324,324,303,324,324,324,324,324,324,324,324,324
367,2019-07-03,passenger,0,709,709,613,709,709,709,709,709,709,709,709,709
368,2019-07-03,passenger,1,343,343,335,343,343,343,343,343,343,343,343,343
369,2019-07-04,passenger,0,743,743,638,743,743,743,743,743,743,743,742,742
370,2019-07-04,passenger,1,340,340,323,340,340,340,340,340,340,340,340,340
371,2019-07-05,passenger,0,752,752,656,752,752,752,752,752,752,752,750,749
372,2019-07-05,passenger,1,340,340,317,340,340,340,340,340,340,340,340,340
373,2019-07-06,passenger,0,705,705,616,705,705,705,705,705,705,705,703,704
374,2019-07-06,passenger,1,248,248,235,248,248,248,248,248,248,248,248,248
375,2019-07-07,passenger,0,712,712,615,712,712,712,712,712,712,712,712,712
376,2019-07-07,passenger,1,260,260,247,260,260,260,260,260,260,260,260,260
377,2019-07-08,passenger,0,726,726,626,726,726,726,726,726,726,726,724,723
378,2019-07-08,passenger,1,333,333,314,333,333,333,333,333,333,333,333,333
379,2019-07-09,passenger,0,715,715,616,715,715,715,715,715,715,715,711,713
380,2019-07-09,passenger,1,324,324,308,324,324,324,324,324,324,324,324,324
381,2019-07-10,passenger,0,749,749,660,749,749,749,749,749,749,749,746,745
382,2019-07-10,passenger,1,336,336,323,336,336,336,336,336,336,336,336,336
383,2019-07-11,passenger,0,751,751,659,751,751,751,751,751,751,751,747,748
384,2019-07-11,passenger,1,340,340,319,340,340,340,340,340,340,340,340,340
385,2019-07-12,passenger,0,718,718,626,718,718,718,718,718,718,718,717,717
386,2019-07-12,passenger,1,301,301,275,301,301,301,301,301,301,301,301,301
387,2019-07-13,passenger,0,708,708,625,708,708,708,708,708,708,708,706,705
388,2019-07-13,passenger,1,240,240,231,240,240,240,240,240,240,240,240,240
389,2019-07-14,passenger,0,700,700,624,700,700,700,700,700,700,700,695,696
390,2019-07-14,passenger,1,253,253,237,253,253,253,253,253,253,253,253,253
391,2019-07-15,passenger,0,730,730,643,730,730,730,730,730,730,730,727,728
392,2019-07-15,passenger,1,310,310,293,310,310,310,310,310,310,310,310,310
393,2019-07-16,passenger,0,734,734,646,734,734,734,734,734,734,734,733,732
394,2019-07-16,passenger,1,312,312,291,312,312,312,312,312,312,312,312,312
395,2019-07-17,passenger,0,624,624,558,624,624,624,624,624,624,624,622,622
396,2019-07-17,passenger,1,274,274,257,274,274,274,274,274,274,274,274,274
397,2019-07-18,passenger,0,723,723,651,723,723,723,723,723,723,723,719,721
398,2019-07-18,passenger,1,315,315,293,315,315,315,315,315,315,315,315,315
399,2019-07-19,passenger,0,749,749,657,749,749,749,749,749,749,749,748,748
400,2019-07-19,passenger,1,327,327,315,327,327,327,327,327,327,327,327,327
401,2019-07-20,passenger,0,722,722,633,722,722,722,722,722,722,722,721,719
402,2019-07-20,passenger,1,223,223,211,223,223,223,223,223,223,223,223,223
403,2019-07-21,passenger,0,737,737,640,737,737,737,737,737,737,737,735,737
404,2019-07-21,passenger,1,255,255,232,255,255,255,255,255,255,255,255,255
405,2019-07-22,passenger,0,750,750,660,750,750,750,750,750,750,750,747,747
406,2019-07-22,passenger,1,308,308,294,308,308,308,308,308,308,308,308,308
407,2019-07-23,passenger,0,719,719,636,719,719,719,719,719,719,719,717,716
408,2019-07-23,passenger,1,320,320,297,320,320,320,320,320,320,320,320,320
409,2019-07-24,passenger,0,737,737,652,737,737,737,737,737,737,737,733,733
410,2019-07-24,passenger,1,320,320,296,320,320,320,320,320,320,320,320,320
411,2019-07-25,passenger,0,747,747,657,747,747,747,747,747,747,747,744,744
412,2019-07-25,passenger,1,306,306,289,306,306,306,306,306,306,306,306,306
413,2019-07-26,passenger,0,741,741,656,741,741,741,741,741,741,741,739,740
414,2019-07-26,passenger,1,298,298,275,298,298,298,298,298,298,298,298,298
415,2019-07-27,passenger,0,699,699,604,699,699,699,699,699,699,699,695,696
416,2019-07-27,passenger,1,194,194,173,194,194,194,194,194,194,194,194,194
417,2019-07-28,passenger,0,728,728,644,728,728,728,728,728,728,728,725,726
418,2019-07-28,passenger,1,231,231,211,231,231,231,231,231,231,231,231,231
419,2019-07-29,passenger,0,730,730,645,730,730,730,730,730,730,730,727,727
420,2019-07-29,passenger,1,300,300,280,300,300,300,300,300,300,300,300,300
421,2019-07-30,passenger,0,739,739,635,739,739,739,739,739,739,739,737,737
422,2019-07-30,passenger,1,297,297,276,297,297,297,297,297,297,297,297,297
423,2019-07-31,passenger,0,740,740,640,740,740,740,740,740,740,740,738,738
424,2019-07-31,passenger,1,292,292,267,292,292,292,292,292,292,292,292,292
425,2019-08-01,passenger,0,746,746,639,746,746,746,746,746,746,746,744,744
426,2019-08-01,passenger,1,297,297,273,297,297,297,297,297,297,297,297,297
427,2019-08-02,passenger,0,751,751,649,751,751,751,751,751,751,751,749,750
428,2019-08-02,passenger,1,271,271,257,271,271,271,271,271,271,271,271,271
429,2019-08-03,passenger,0,641,641,564,641,641,641,641,641,641,641,640,640
430,2019-08-03,passenger,1,185,185,173,185,185,185,185,185,185,185,185,185
431,2019-08-04,passenger,0,747,747,643,747,747,747,747,747,747,747,746,747
432,2019-08-04,passenger,1,250,250,234,250,250,250,250,250,250,250,250,250
433,2019-08-05,passenger,0,753,753,658,753,753,753,753,753,753,753,752,752
434,2019-08-05,passenger,1,286,286,264,286,286,286,286,286,286,286,286,286
435,2019-08-06,passenger,0,719,719,632,719,719,719,719,719,719,719,716,716
436,2019-08-06,passenger,1,299,299,272,299,299,299,299,299,299,299,299,299
437,2019-08-07,passenger,0,739,739,650,739,739,739,739,739,739,739,737,736
438,2019-08-07,passenger,1,272,272,256,272,272,272,272,272,272,272,272,272
439,2019-08-08,passenger,0,738,738,641,738,738,738,738,738,738,738,737,737
440,2019-08-08,passenger,1,307,307,288,307,307,307,307,307,307,307,307,307
441,2019-08-09,passenger,0,725,725,630,725,725,725,725,725,725,725,723,722
442,2019-08-09,passenger,1,289,289,262,289,289,289,289,289,289,289,289,289
443,2019-08-10,passenger,0,740,740,632,740,740,740,740,740,740,740,739,739
444,2019-08-10,passenger,1,233,233,221,233,233,233,233,233,233,233,233,233
445,2019-08-11,passenger,0,725,725,614,725,725,725,725,725,725,725,724,724
446,2019-08-11,passenger,1,257,257,236,257,257,257,257,257,257,257,257,257
447,2019-08-12,passenger,0,718,718,629,718,718,718,718,718,718,718,714,713
448,2019-08-12,passenger,1,292,292,276,292,292,292,292,292,292,292,292,292
449,2019-08-13,passenger,0,709,709,626,709,709,709,709,709,709,709,705,707
450,2019-08-13,passenger,1,299,299,268,299,299,299,299,299,299,299,299,299
451,2019-08-14,passenger,0,741,741,650,741,741,741,741,741,741,741,738,738
452,2019-08-14,passenger,1,282,282,267,282,282,282,282,282,282,282,282,282
453,2019-08-15,passenger,0,745,745,652,745,745,745,745,745,745,745,741,740
454,2019-08-15,passenger,1,285,285,267,285,285,285,285,285,285,285,285,285
455,2019-08-16,passenger,0,739,739,642,739,739,739,739,739,739,739,734,735
456,2019-08-16,passenger,1,273,273,244,273,273,273,273,273,273,273,273,273
457,2019-08-17,passenger,0,730,730,634,730,730,730,730,730,730,730,729,727
458,2019-08-17,passenger,1,236,236,222,236,236,236,236,236,236,236,236,236
459,2019-08-18,passenger,0,734,734,638,734,734,734,734,734,734,734,730,730
460,2019-08-18,passenger,1,225,225,205,225,225,225,225,225,225,225,225,225
461,2019-08-19,passenger,0,741,741,647,741,741,741,741,741,741,741,734,737
462,2019-08-19,passenger,1,313,313,297,313,313,313,313,313,313,313,313,313
463,2019-08-20,passenger,0,714,714,613,714,714,714,714,714,714,714,712,712
464,2019-08-20,passenger,1,293,293,276,293,293,293,293,293,293,293,293,293
465,2019-08-21,passenger,0,749,749,652,749,749,749,749,749,749,749,746,745
466,2019-08-21,passenger,1,310,310,281,310,310,310,310,310,310,310,310,310
467,2019-08-22,passenger,0,731,731,629,731,731,731,731,731,731,731,726,728
468,2019-08-22,passenger,1,306,306,278,306,306,306,306,306,306,306,306,306
469,2019-08-23,passenger,0,744,744,663,744,744,744,744,744,744,744,739,740
470,2019-08-23,passenger,1,299,299,266,299,299,299,299,299,299,299,299,299
471,2019-08-24,passenger,0,741,741,640,741,741,741,741,741,741,741,736,735
472,2019-08-24,passenger,1,234,234,200,234,234,234,234,234,234,234,234,234
473,2019-08-25,passenger,0,737,737,647,737,737,737,737,737,737,737,733,735
474,2019-08-25,passenger,1,260,260,236,260,260,260,260,260,260,260,260,260
475,2019-08-26,passenger,0,770,770,666,770,770,770,770,770,770,770,765,766
476,2019-08-26,passenger,1,345,345,325,345,345,345,345,345,345,345,345,345
477,2019-08-27,passenger,0,714,714,610,714,714,714,714,714,714,714,711,709
478,2019-08-27,passenger,1,302,302,273,302,302,302,302,302,302,302,302,302
479,2019-08-28,passenger,0,719,719,630,719,719,719,719,719,719,719,716,716
480,2019-08-28,passenger,1,343,343,324,343,343,343,343,343,343,343,343,343
481,2019-08-29,passenger,0,769,769,675,769,769,769,769,769,769,769,766,766
482,2019-08-29,passenger,1,351,351,330,351,351,351,351,351,351,351,351,351
483,2019-08-30,passenger,0,780,780,685,780,780,780,780,780,780,780,776,773
484,2019-08-30,passenger,1,360,360,332,360,360,360,360,360,360,360,360,360
485,2019-08-31,passenger,0,762,762,659,762,762,762,762,762,762,762,756,757
486,2019-08-31,passenger,1,267,267,244,267,267,267,267,267,267,267,267,267
487,2019-09-01,passenger,0,779,779,681,779,779,779,779,779,779,779,775,772
488,2019-09-01,passenger,1,279,279,262,279,279,279,279,279,279,279,279,279
489,2019-09-02,passenger,0,798,798,695,798,798,798,798,798,798,798,793,795
490,2019-09-02,passenger,1,368,368,337,368,368,368,368,368,368,368,368,368
491,2019-09-03,passenger,0,784,784,695,784,784,784,784,784,784,784,782,780
492,2019-09-03,passenger,1,380,380,341,380,380,380,380,380,380,380,380,380
493,2019-09-04,passenger,0,748,748,658,748,748,748,748,748,748,748,746,747
494,2019-09-04,passenger,1,376,376,354,376,376,376,376,376,376,376,376,376
495,2019-09-05,passenger,0,819,819,723,819,819,819,819,819,819,819,817,815
496,2019-09-05,passenger,1,361,361,332,361,361,361,361,361,361,361,361,361
497,2019-09-06,passenger,0,791,791,689,791,791,791,791,791,791,791,785,786
498,2019-09-06,passenger,1,372,372,342,372,372,372,372,372,372,372,372,372
499,2019-09-07,passenger,0,780,780,690,780,780,780,780,780,780,780,777,776
500,2019-09-07,passenger,1,248,248,229,248,248,248,248,248,248,248,248,248
501,2019-09-08,passenger,0,743,743,657,743,743,743,743,743,743,743,739,739
502,2019-09-08,passenger,1,287,287,260,287,287,287,287,287,287,287,287,287
503,2019-09-09,passenger,0,808,808,713,808,808,808,808,808,808,808,803,802
504,2019-09-09,passenger,1,374,374,348,374,374,374,374,374,374,374,374,374
505,2019-09-10,passenger,0,808,808,720,808,808,808,808,808,808,808,806,802
506,2019-09-10,passenger,1,377,377,344,377,377,377,377,377,377,377,377,377
507,2019-09-11,passenger,0,809,809,716,809,809,809,809,809,809,809,806,807
508,2019-09-11,passenger,1,394,394,361,394,394,394,394,394,394,394,394,394
509,2019-09-12,passenger,0,808,808,712,808,808,808,808,808,808,808,805,801
510,2019-09-12,passenger,1,379,379,358,379,379,379,379,379,379,379,379,379
511,2019-09-13,passenger,0,821,821,709,821,821,821,821,821,821,821,815,813
512,2019-09-13,passenger,1,365,365,338,365,365,365,365,365,365,365,365,365
513,2019-09-14,passenger,0,759,759,669,759,759,759,759,759,759,759,756,754
514,2019-09-14,passenger,1,252,252,220,252,252,252,252,252,252,252,252,252
515,2019-09-15,passenger,0,785,785,689,785,785,785,785,785,785,785,782,780
516,2019-09-15,passenger,1,298,298,278,298,298,298,298,298,298,298,298,298
517,2019-09-16,passenger,0,819,819,723,819,819,819,819,819,819,819,814,814
518,2019-09-16,passenger,1,376,376,350,376,376,376,376,376,376,376,376,376
519,2019-09-17,passenger,0,807,807,694,807,807,807,807,807,807,807,800,800
520,2019-09-17,passenger,1,376,376,343,376,376,376,376,376,376,376,376,376
521,2019-09-18,passenger,0,796,796,689,796,796,796,796,796,796,796,793,794
522,2019-09-18,passenger,1,383,383,346,383,383,383,383,383,383,383,383,383
523,2019-09-19,passenger,0,824,824,712,824,824,824,824,824,824,824,821,820
524,2019-09-19,passenger,1,375,375,348,375,375,375,375,375,375,375,375,375
525,2019-09-20,passenger,0,789,789,681,789,789,789,789,789,789,789,786,783
526,2019-09-20,passenger,1,363,363,339,363,363,363,363,363,363,363,363,363
527,2019-09-21,passenger,0,215,215,185,215,215,215,215,215,215,215,213,213
528,2019-09-21,passenger,1,107,107,97,107,107,107,107,107,107,107,107,107
529,2019-09-22,passenger,0,1,1,1,1,1,1,1,1,1,1,1,1
530,2019-09-23,passenger,0,817,817,710,817,817,817,817,817,817,817,815,814
531,2019-09-23,passenger,1,377,377,345,377,377,377,377,377,377,377,377,377
532,2019-09-24,passenger,0,799,799,696,799,799,799,799,799,799,799,793,791
533,2019-09-24,passenger,1,359,359,333,359,359,359,359,359,359,359,359,359
534,2019-09-25,passenger,0,820,820,699,820,820,820,820,820,820,820,816,816
535,2019-09-25,passenger,1,387,387,362,387,387,387,387,387,387,387,387,387
536,2019-09-26,passenger,0,798,798,689,798,798,798,798,798,798,798,796,797
537,2019-09-26,passenger,1,394,394,368,394,394,394,394,394,394,394,394,394
538,2019-09-27,passenger,0,798,798,691,798,798,798,798,798,798,798,794,794
539,2019-09-27,passenger,1,389,389,360,389,389,389,389,389,389,389,389,389
540,2019-09-28,passenger,0,791,791,682,791,791,791,791,791,791,791,787,785
541,2019-09-28,passenger,1,274,274,249,274,274,274,274,274,274,274,274,274
542,2019-09-29,passenger,0,814,814,708,814,814,814,814,814,814,814,811,808
543,2019-09-29,passenger,1,288,288,257,288,288,288,288,288,288,288,288,288
544,2019-09-30,passenger,0,814,814,702,814,814,814,814,814,814,814,807,809
545,2019-09-30,passenger,1,375,375,351,375,375,375,375,375,375,375,375,375
546,2019-10-01,passenger,0,807,807,695,807,807,807,807,807,807,807,805,806
547,2019-10-01,passenger,1,361,361,328,361,361,361,361,361,361,361,361,361
548,2019-10-02,passenger,0,788,788,670,788,788,788,788,788,788,788,783,782
549,2019-10-02,passenger,1,375,375,346,375,375,375,375,375,375,375,375,375
550,2019-10-03,passenger,0,773,773,673,773,773,773,773,773,773,773,772,770
551,2019-10-03,passenger,1,327,327,298,327,327,327,327,327,327,327,327,327
552,2019-10-04,passenger,0,776,776,678,776,776,776,776,776,776,776,774,772
553,2019-10-04,passenger,1,338,338,306,338,338,338,338,338,338,338,338,338
554,2019-10-05,passenger,0,761,761,653,761,761,761,761,761,761,761,759,758
555,2019-10-05,passenger,1,259,259,233,259,259,259,259,259,259,259,259,259
556,2019-10-06,passenger,0,778,778,674,778,778,778,778,778,778,778,775,774
557,2019-10-06,passenger,1,289,289,263,289,289,289,289,289,289,289,289,289
558,2019-10-07,passenger,0,806,806,702,806,806,806,806,806,806,806,803,803
559,2019-10-07,passenger,1,371,371,340,371,371,371,371,371,371,371,371,371
560,2019-10-08,passenger,0,792,792,675,792,792,792,792,792,792,792,787,786
561,2019-10-08,passenger,1,361,361,326,361,361,361,361,361,361,361,361,361
562,2019-10-09,passenger,0,794,794,673,794,794,794,794,794,794,794,791,790
563,2019-10-09,passenger,1,373,373,345,373,373,373,373,373,373,373,373,373
564,2019-10-10,passenger,0,741,741,626,741,741,741,741,741,741,741,734,734
565,2019-10-10,passenger,1,362,362,330,362,362,362,362,362,362,362,362,362
566,2019-10-11,passenger,0,807,807,692,807,807,807,807,807,807,807,805,802
567,2019-10-11,passenger,1,384,384,356,384,384,384,384,384,384,384,384,384
568,2019-10-12,passenger,0,812,812,695,812,812,812,812,812,812,812,807,807
569,2019-10-12,passenger,1,281,281,262,281,281,281,281,281,281,281,281,281
570,2019-10-13,passenger,0,798,798,679,798,798,798,798,798,798,798,793,793
571,2019-10-13,passenger,1,291,291,273,291,291,291,291,291,291,291,291,291
572,2019-10-14,passenger,0,817,817,693,817,817,817,817,817,817,817,812,812
573,2019-10-14,passenger,1,361,361,346,361,361,361,361,361,361,361,361,361
574,2019-10-15,passenger,0,803,803,679,803,803,803,803,803,803,803,796,795
575,2019-10-15,passenger,1,370,370,350,370,370,370,370,370,370,370,370,370
576,2019-10-16,passenger,0,789,789,672,789,789,789,789,789,789,789,787,787
577,2019-10-16,passenger,1,359,359,342,359,359,359,359,359,359,359,359,359
578,2019-10-17,passenger,0,789,789,664,789,789,789,789,789,789,789,785,784
579,2019-10-17,passenger,1,367,367,345,367,367,367,367,367,367,367,367,367
580,2019-10-18,passenger,0,821,821,705,821,821,821,821,821,821,821,816,816
581,2019-10-18,passenger,1,379,379,351,379,379,379,379,379,379,379,379,379
582,2019-10-19,passenger,0,796,796,675,796,796,796,796,796,796,796,792,794
583,2019-10-19,passenger,1,272,272,246,272,272,272,272,272,272,272,272,272
584,2019-10-20,passenger,0,753,753,639,753,753,753,753,753,753,753,750,749
585,2019-10-20,passenger,1,277,277,253,277,277,277,277,277,277,277,277,277
586,2019-10-21,passenger,0,820,820,709,820,820,820,820,820,820,820,817,818
587,2019-10-21,passenger,1,380,380,361,380,380,380,380,380,380,380,380,380
588,2019-10-22,passenger,0,785,785,669,785,785,785,785,785,785,785,782,781
589,2019-10-22,passenger,1,360,360,326,360,360,360,360,360,360,360,360,360
590,2019-10-23,passenger,0,792,792,678,792,792,792,792,792,792,792,788,787
591,2019-10-23,passenger,1,363,363,328,363,363,363,363,363,363,363,363,363
592,2019-10-24,passenger,0,788,788,678,788,788,788,788,788,788,788,781,782
593,2019-10-24,passenger,1,371,371,336,371,371,371,371,371,371,371,371,371
594,2019-10-25,passenger,0,795,795,699,795,795,795,795,795,795,795,791,791
595,2019-10-25,passenger,1,371,371,324,371,371,371,371,371,371,371,371,371
596,2019-10-26,passenger,0,773,773,664,773,773,773,773,773,773,773,768,769
597,2019-10-26,passenger,1,261,261,219,261,261,261,261,261,261,261,261,261
598,2019-10-27,passenger,0,720,720,605,720,720,720,720,720,720,720,716,714
599,2019-10-27,passenger,1,281,281,263,281,281,281,281,281,281,281,281,281
600,2019-10-28,passenger,0,737,737,620,737,737,737,737,737,737,737,732,734
601,2019-10-28,passenger,1,353,353,327,353,353,353,353,353,353,353,353,353
602,2019-10-29,passenger,0,738,738,631,738,738,738,738,738,738,738,733,732
603,2019-10-29,passenger,1,346,346,313,346,346,346,346,346,346,346,346,346
604,2019-10-30,passenger,0,741,741,628,741,741,741,741,741,741,741,737,736
605,2019-10-30,passenger,1,374,374,349,374,374,374,374,374,374,374,374,374
606,2019-10-31,passenger,0,731,731,622,731,731,731,731,731,731,731,727,727
607,2019-10-31,passenger,1,340,340,304,340,340,340,340,340,340,340,340,340
608,2019-11-01,passenger,0,722,722,607,722,722,722,722,722,722,722,717,718
609,2019-11-01,passenger,1,317,317,296,317,317,317,317,317,317,317,317,317
610,2019-11-02,passenger,0,680,680,585,680,680,680,680,680,680,680,677,677
611,2019-11-02,passenger,1,247,247,219,247,247,247,247,247,247,247,247,247
612,2019-11-03,passenger,0,720,720,608,720,720,720,720,720,720,720,716,717
613,2019-11-03,passenger,1,287,287,270,287,287,287,287,287,287,287,287,287
614,2019-11-04,passenger,0,775,775,659,775,775,775,775,775,775,775,770,770
615,2019-11-04,passenger,1,371,371,348,371,371,371,371,371,371,371,371,371
616,2019-11-05,passenger,0,761,761,650,761,761,761,761,761,761,761,752,752
617,2019-11-05,passenger,1,347,347,308,347,347,347,347,347,347,347,347,347
618,2019-11-06,passenger,0,763,763,648,763,763,763,763,763,763,763,757,755
619,2019-11-06,passenger,1,364,364,322,364,364,364,364,364,364,364,364,364
620,2019-11-07,passenger,0,407,407,346,407,407,407,407,407,407,407,400,400
621,2019-11-07,passenger,1,93,93,83,93,93,93,93,93,93,93,93,93
622,2019-11-08,passenger,0,430,430,359,430,430,430,430,430,430,430,423,425
623,2019-11-08,passenger,1,77,77,66,77,77,77,77,77,77,77,77,77
624,2019-11-09,passenger,0,690,690,596,690,690,690,690,690,690,690,685,685
625,2019-11-09,passenger,1,250,250,231,250,250,250,250,250,250,250,250,250
626,2019-11-10,passenger,0,687,687,589,687,687,687,687,687,687,687,684,682
627,2019-11-10,passenger,1,279,279,253,279,279,279,279,279,279,279,279,279
628,2019-11-11,passenger,0,769,769,655,769,769,769,769,769,769,769,763,764
629,2019-11-11,passenger,1,364,364,333,364,364,364,364,364,364,364,364,364
630,2019-11-12,passenger,0,755,755,636,755,755,755,755,755,755,755,750,752
631,2019-11-12,passenger,1,350,350,319,350,350,350,350,350,350,350,350,350
632,2019-11-13,passenger,0,765,765,650,765,765,765,765,765,765,765,763,761
633,2019-11-13,passenger,1,372,372,343,372,372,372,372,372,372,372,372,372
634,2019-11-14,passenger,0,759,759,649,759,759,759,759,759,759,759,751,753
635,2019-11-14,passenger,1,367,367,345,367,367,367,367,367,367,367,367,367
636,2019-11-15,passenger,0,750,750,642,750,750,750,750,750,750,750,746,746
637,2019-11-15,passenger,1,360,360,341,360,360,360,360,360,360,360,360,360
638,2019-11-16,passenger,0,692,692,579,692,692,692,692,692,692,692,691,691
639,2019-11-16,passenger,1,257,257,234,257,257,257,257,257,257,257,257,257
640,2019-11-17,passenger,0,699,699,597,699,699,699,699,699,699,699,697,698
641,2019-11-17,passenger,1,271,271,255,271,271,271,271,271,271,271,271,271
642,2019-11-18,passenger,0,779,779,675,779,779,779,779,779,779,779,775,773
643,2019-11-18,passenger,1,364,364,321,364,364,364,364,364,364,364,364,364
644,2019-11-19,passenger,0,748,748,630,748,748,748,748,748,748,748,743,745
645,2019-11-19,passenger,1,364,364,335,364,364,364,364,364,364,364,364,364
646,2019-11-20,passenger,0,755,755,627,755,755,755,755,755,755,755,752,752
647,2019-11-20,passenger,1,376,376,351,376,376,376,376,376,376,376,376,376
648,2019-11-21,passenger,0,754,754,639,754,754,754,754,754,754,754,749,749
649,2019-11-21,passenger,1,374,374,337,374,374,374,374,374,374,374,374,374
650,2019-11-22,passenger,0,742,742,633,742,742,742,742,742,742,742,736,735
651,2019-11-22,passenger,1,375,375,352,375,375,375,375,375,375,375,375,375
652,2019-11-23,passenger,0,666,666,569,666,666,666,666,666,666,666,661,664
653,2019-11-23,passenger,1,239,239,220,239,239,239,239,239,239,239,239,239
654,2019-11-24,passenger,0,703,703,579,703,703,703,703,703,703,703,698,699
655,2019-11-24,passenger,1,285,285,268,285,285,285,285,285,285,285,285,285
656,2019-11-25,passenger,0,723,723,605,723,723,723,723,723,723,723,719,717
657,2019-11-25,passenger,1,364,364,334,364,364,364,364,364,364,364,364,364
658,2019-11-26,passenger,0,732,732,616,732,732,732,732,732,732,732,726,727
659,2019-11-26,passenger,1,379,379,352,379,379,379,379,379,379,379,379,379
660,2019-11-27,passenger,0,734,734,629,734,734,734,734,734,734,734,729,730
661,2019-11-27,passenger,1,389,389,348,389,389,389,389,389,389,389,389,389
662,2019-11-28,passenger,0,732,732,609,732,732,732,732,732,732,732,727,726
663,2019-11-28,passenger,1,386,386,358,386,386,386,386,386,386,386,386,386
664,2019-11-29,passenger,0,731,731,607,731,731,731,731,731,731,731,725,725
665,2019-11-29,passenger,1,369,369,344,369,369,369,369,369,369,369,369,369
666,2019-11-30,passenger,0,683,683,583,683,683,683,683,683,683,683,678,678
667,2019-11-30,passenger,1,246,246,213,246,246,246,246,246,246,246,246,246
668,2019-12-01,passenger,0,642,642,541,642,642,642,642,642,642,642,638,638
669,2019-12-01,passenger,1,287,287,254,287,287,287,287,287,287,287,287,287
670,2019-12-02,passenger,0,736,736,651,736,736,736,736,736,736,736,732,733
671,2019-12-02,passenger,1,365,365,336,365,365,365,365,365,365,365,365,365
672,2019-12-03,passenger,0,724,724,640,724,724,724,724,724,724,724,720,721
673,2019-12-03,passenger,1,359,359,324,359,359,359,359,359,359,359,359,359
674,2019-12-04,passenger,0,725,725,625,725,725,725,725,725,725,725,720,719
675,2019-12-04,passenger,1,383,383,366,383,383,383,383,383,383,383,383,383
676,2019-12-05,passenger,0,735,735,646,735,735,735,735,735,735,735,728,728
677,2019-12-05,passenger,1,381,381,347,381,381,381,381,381,381,381,381,381
678,2019-12-06,passenger,0,733,733,622,733,733,733,733,733,733,733,727,728
679,2019-12-06,passenger,1,349,349,327,349,349,349,349,349,349,349,349,349
680,2019-12-07,passenger,0,668,668,583,668,668,668,668,668,668,668,664,665
681,2019-12-07,passenger,1,264,264,236,264,264,264,264,264,264,264,264,264
682,2019-12-08,passenger,0,719,719,613,719,719,719,719,719,719,719,715,712
683,2019-12-08,passenger,1,276,276,265,276,276,276,276,276,276,276,276,276
684,2019-12-09,passenger,0,780,780,671,780,780,780,780,780,780,780,774,774
685,2019-12-09,passenger,1,373,373,350,373,373,373,373,373,373,373,373,373
686,2019-12-10,passenger,0,719,719,633,719,719,719,719,719,719,719,715,715
687,2019-12-10,passenger,1,373,373,348,373,373,373,373,373,373,373,373,373
688,2019-12-11,passenger,0,766,766,674,766,766,766,766,766,766,766,760,761
689,2019-12-11,passenger,1,381,381,348,381,381,381,381,381,381,381,381,381
690,2019-12-12,passenger,0,759,759,656,759,759,759,759,759,759,759,753,754
691,2019-12-12,passenger,1,365,365,344,365,365,365,365,365,365,365,365,365
692,2019-12-13,passenger,0,709,709,609,709,709,709,709,709,709,709,705,706
693,2019-12-13,passenger,1,359,359,339,359,359,359,359,359,359,359,359,359
694,2019-12-15,passenger,0,715,715,606,715,715,715,715,715,715,715,710,709
695,2019-12-15,passenger,1,261,261,237,261,261,261,261,261,261,261,261,261
696,2019-12-16,passenger,0,762,762,662,762,762,762,762,762,762,762,756,756
697,2019-12-16,passenger,1,364,364,319,364,364,364,364,364,364,364,364,364
698,2019-12-17,passenger,0,692,692,589,692,692,692,692,692,692,692,684,685
699,2019-12-17,passenger,1,368,368,336,368,368,368,368,368,368,368,368,368
700,2019-12-18,passenger,0,754,754,646,754,754,754,754,754,754,754,748,749
701,2019-12-18,passenger,1,369,369,345,369,369,369,369,369,369,369,369,369
702,2019-12-19,passenger,0,789,789,690,789,789,789,789,789,789,789,783,781
703,2019-12-19,passenger,1,370,370,336,370,370,370,370,370,370,370,370,370
704,2019-12-20,passenger,0,800,800,690,800,800,800,800,800,800,800,794,795
705,2019-12-20,passenger,1,371,371,351,371,371,371,371,371,371,371,371,371
706,2019-12-21,passenger,0,653,653,559,653,653,653,653,653,653,653,647,649
707,2019-12-21,passenger,1,259,259,235,259,259,259,259,259,259,259,259,259
708,2019-12-22,passenger,0,743,743,626,743,743,743,743,743,743,743,738,736
709,2019-12-22,passenger,1,266,266,242,266,266,266,266,266,266,266,266,266
710,2019-12-23,passenger,0,725,725,619,725,725,725,725,725,725,725,720,720
711,2019-12-23,passenger,1,321,321,288,321,321,321,321,321,321,321,321,321
712,2019-12-24,passenger,0,349,349,289,349,349,349,349,349,349,349,345,347
713,2019-12-24,passenger,1,168,168,137,168,168,168,168,168,168,168,168,168
714,2019-12-25,passenger,0,324,324,269,324,324,324,324,324,324,324,321,321
